name,address,listing_price,num_of_bathroom,num_of_bedroom,num_of_view,size
Jeffrey Threadgill,02807 Nancy Terrace,1794607,5,8,942,1605
Ric Fergyson,706 Goodland Road,2461874,4,3,4926,2942
Garrik Fairbairn,93969 Crowley Circle,4524498,6,0,4007,2066
Jozef Seywood,6502 Hansons Alley,2930722,1,4,4716,175
Terrence Scardifield,9161 Golf Course Junction,3769292,3,3,4944,2004
Mitchael Belford,330 Village Green Drive,2717593,3,2,3191,697
Benoite Marwood,5351 Spaight Trail,414064,8,1,1449,1454
Ardelis Wrintmore,2279 Prairie Rose Parkway,2684717,1,8,2131,2773
Juline Glidder,1554 Mallard Way,3599542,7,4,3401,3473
Ilyssa Ferby,83169 Corscot Road,2982280,4,0,1383,226
Basil Biggins,8 Boyd Road,2958007,3,8,767,20
Neely Beastall,78 Manley Terrace,2075473,2,3,2647,2347
Thane Morrilly,5586 Waxwing Circle,537655,5,8,3750,3223
Danell Valett,759 Texas Park,3573981,5,6,3103,619
Ira Stockell,26375 Mayfield Plaza,4295644,0,1,2005,1976
Amberly De Courtney,84 Morningstar Place,3027735,3,7,2325,1740
Stavro Swaite,709 Melody Way,3248309,7,6,5280,2782
Poppy Sellwood,27325 Vidon Hill,812129,8,3,2118,249
Gideon Umbert,47778 Coleman Place,3716239,2,6,1419,3431
Nealon Kingsly,770 Forster Crossing,4456635,6,2,1710,2070
Phyllys Klimpt,00823 Marcy Junction,334218,8,7,1531,1550
Isaiah Howat,055 Coolidge Plaza,4561763,5,4,4886,2212
Margalit McPhate,22 Oak Alley,2375972,2,4,3767,2252
Bradney Glison,01987 Esch Parkway,4632579,6,7,2599,373
Akim Salack,08 Victoria Terrace,3542253,2,8,2317,291
Opal Dingivan,830 Magdeline Hill,1574567,4,3,3378,2990
Jennine Dormon,21213 Maywood Terrace,3327127,6,1,757,1118
Paulie Sneezum,563 Sundown Pass,4391821,6,6,4223,2475
Halette Randalston,428 American Ash Street,4779358,8,8,4442,672
Fleur Aldin,9547 Columbus Avenue,2794669,0,4,2480,1763
Shawnee Whissell,4 Stoughton Trail,4644348,1,0,3702,3195
Flss Shreve,52 Cody Plaza,388506,5,1,4155,2215
Judy Mulrooney,2633 School Road,1115173,5,5,852,1696
Anette Spickett,652 Menomonie Hill,1570671,7,3,4473,1356
Cecilla Looney,789 Almo Road,2057375,6,8,1326,2546
Zahara Biford,86181 Transport Lane,2037342,4,6,5140,978
Osmund Keitch,313 Doe Crossing Street,3763083,5,0,366,1737
Ruthy Orrum,66 Anniversary Parkway,1033720,1,0,4671,2870
Elsy Bottrill,05239 Hovde Street,3162752,3,7,3075,2597
Isidoro Simoneau,68 Clove Terrace,2115023,7,1,2335,1361
Gunner Linnett,95208 Golf Pass,2892694,7,3,2362,2759
Justino Balaison,01430 Springs Avenue,2269703,2,4,5095,3223
Colene Carne,84 Pine View Terrace,3847172,8,1,4854,1509
Loutitia Rudge,123 Atwood Trail,4765932,2,3,4209,99
Pablo Mc Meekan,642 Mandrake Way,3495099,4,3,4744,30
Salomi Bothram,4338 Veith Pass,2063823,8,5,5439,1506
Delaney Beston,36185 Charing Cross Court,3280709,4,5,2246,3127
Arleen Petrolli,46 Doe Crossing Junction,3031364,5,3,4313,2112
Eula Bithell,65 Stuart Alley,3495092,4,7,4926,2536
Inessa Brodway,2944 Sycamore Circle,4348612,1,7,4295,929
Fionnula Giannini,7438 Northwestern Junction,2901935,0,7,4085,3218
Ulrika Caulton,904 Mcbride Drive,1447798,4,8,3510,593
Boyce Prowting,55528 Carpenter Court,2358208,0,8,2281,1105
Magdalena MacDwyer,38 Longview Alley,3180074,0,8,1129,3294
Collete Steabler,5 Bluestem Avenue,1770244,8,0,1251,529
Alistair Avison,9 Hollow Ridge Lane,623581,6,7,1888,2077
Noll Drane,6 Clemons Circle,813741,5,2,2508,1919
Sela Finlaison,4508 Summit Hill,3650649,7,0,293,1015
Viviene Petlyura,9384 Miller Avenue,3848079,5,6,3987,311
Lianne Puleston,53302 Loftsgordon Lane,4842734,7,1,4530,2378
Yard Zienkiewicz,62648 Golf View Point,2164264,1,0,616,983
Willow Parmiter,5 Emmet Trail,3081273,6,4,2430,1252
Sandy Stirland,02635 Corry Crossing,1561665,8,3,4443,2497
Margaret Muldrew,39350 Forest Run Trail,2234831,2,3,1664,2431
Tammi Towlson,84673 Grover Trail,855481,7,3,4577,3058
Celene Fronczak,91455 Elgar Trail,2267732,0,8,1620,1698
Laverna Arlett,9481 Spenser Trail,1377366,7,2,321,1278
Mable Davenhill,42084 Vidon Lane,1925316,5,2,914,3075
Sergei Kimbrey,0577 Esch Road,3493169,8,0,784,255
Devan Kynson,6 Summerview Crossing,824715,8,3,3248,2637
Katharyn McDermot,605 Elmside Trail,1439161,8,7,3081,1445
Corrinne Pires,01 Linden Pass,2392150,4,6,5180,738
Lucio Semble,1579 Debra Lane,621781,4,1,4272,1670
Effie Pickersgill,79 Amoth Hill,3536070,6,1,5324,304
Aleksandr Larvent,6 Schmedeman Hill,3479666,4,7,4089,1835
Ralph Tremblet,510 Summer Ridge Point,382872,0,6,652,2932
Fonzie Isted,82 Chinook Avenue,4170137,8,7,4560,1836
Mead Swaden,5213 Washington Junction,549330,0,0,2252,793
Chuck Ottey,5 Northport Hill,4412031,1,8,2171,767
Bonnee Cruce,2924 Basil Plaza,4378116,5,3,4992,3398
Mae Orht,5 Springs Drive,3153455,6,6,821,3182
Sampson Gautrey,645 Sycamore Point,3633247,0,5,1791,2402
Hubie Heffron,00 Kedzie Street,463994,3,6,2233,1209
Aymer Cumberlidge,396 Jackson Court,1563466,5,1,2920,2959
Babita Reagan,137 Commercial Center,4334341,0,5,5195,3396
Helenelizabeth Volett,46 Shasta Hill,3730111,0,4,5049,1402
Trish Polotti,94 Porter Avenue,2102095,1,3,5408,3388
Delaney Tyght,976 Lotheville Alley,3912554,3,4,2772,3024
Gib McDougald,433 Coolidge Pass,4516308,6,1,1379,2664
Melany Narducci,63231 Melby Street,3607239,4,7,1237,1365
Elana Scrivener,80 Shelley Road,1523528,7,3,4262,2147
Brucie Simnett,0912 Barby Plaza,1482215,5,3,4190,2075
Terra Tellett,6019 Onsgard Plaza,4607554,5,2,5500,269
Terrance Cantillon,9449 La Follette Center,1044522,1,8,2158,121
Cathe Daber,23 Cambridge Park,3834531,4,2,1775,841
Yves Eddy,1 Mallard Pass,494836,4,4,2312,1915
Carole Margrem,75470 Corry Court,1788790,8,3,291,1206
Moshe Klus,6900 Northwestern Plaza,3879123,2,1,331,2429
Kirstin Burchell,9682 David Hill,1695194,7,8,3759,3352
Emmerich Stolz,0284 Barby Place,1257752,8,4,3860,3014
Moishe Lowndes,8 Clove Trail,4857123,3,8,1091,426
Irvin Moxley,38 Northfield Plaza,3147947,5,0,2951,1511
Hertha Cushion,176 Old Gate Point,2348121,4,4,396,1681
Augustine Giacobilio,0810 Lighthouse Bay Drive,3514651,1,1,2812,1212
Sherline Crady,56 Pleasure Junction,2290725,3,4,292,946
Elmer Dossettor,1 Pierstorff Road,1807031,2,4,5056,654
Obadiah McGruar,70 Buhler Place,1861242,2,6,219,178
Hoebart Scadding,4 Melvin Trail,2429562,1,5,5151,1941
Alena Spowart,69021 Pond Point,4264216,4,2,2110,1880
Constantina Zellmer,863 Crowley Alley,3804143,8,5,4783,1233
Brandon Cowern,059 Reindahl Street,2657151,3,8,1367,2682
Heriberto Labrone,00 Wayridge Center,1965086,5,1,1044,2884
Alfred Stephenson,4306 Stephen Center,4752222,0,7,2149,3084
Edd Dumbelton,6760 Calypso Alley,1773392,3,0,4701,575
Rosalynd Aykroyd,70604 Merry Terrace,1096521,2,6,1189,3058
Seth Kordovani,30070 New Castle Circle,1403663,4,4,5103,2927
Toma Hagger,0864 Blackbird Road,790930,0,6,746,765
Heather Caslake,3928 Kenwood Crossing,1396636,0,5,2534,2373
Hedy Kidston,63710 Bowman Pass,3344786,8,3,4857,1917
Nada Wildbore,749 Iowa Pass,2250637,7,3,2546,3034
Aymer Lauks,78 Northridge Park,408903,5,0,5169,559
Jesse Moraleda,95 Cordelia Circle,2066857,1,3,4226,2600
Gardie Burtt,45 Mifflin Point,1531687,4,3,3834,2292
Kevina Simnel,006 Fisk Road,2353990,2,8,4297,284
Antin Foxwell,99825 Rutledge Junction,2173964,8,7,1068,2180
Susie Worswick,4 Buena Vista Pass,2823286,6,4,1718,1974
Brandise Ellesworthe,466 Ronald Regan Lane,3699233,5,0,2322,3370
Mignonne Baptie,61888 Spohn Court,4704443,1,8,3110,2632
Terza Juarez,31 Corscot Place,2952407,3,4,2042,3179
Krisha Armin,89157 Fieldstone Point,1747596,6,0,485,3373
Bamby Rushbrook,9523 Glacier Hill Center,320291,7,0,3385,832
Nollie Craigg,4 Little Fleur Alley,3754612,5,2,529,1370
Julee Ifill,2476 Roth Street,4259365,5,3,2416,142
Daloris Springett,011 Petterle Alley,4766793,3,2,3504,2650
Donia Ickov,03945 John Wall Place,1515460,4,2,358,2739
Marian Mytton,2 Pine View Trail,3190133,0,4,19,57
Sutherland Weatherup,80981 High Crossing Terrace,4263526,7,2,2410,2196
Leena Winham,293 American Ash Circle,695800,7,0,915,2486
Nyssa Meaker,7244 Elmside Pass,4485003,3,8,522,1800
Eziechiele Moors,9 Golf Crossing,4016542,0,1,1724,475
Gert Ducker,3 Kennedy Lane,4021962,4,3,3437,655
Julia Renison,0843 Transport Hill,2149799,8,7,4861,3314
Vaughn Jullian,2 Vernon Drive,2364092,2,0,224,2134
Jeri Dawnay,734 Monument Alley,1154300,5,7,2907,1778
Leigh Placidi,9208 Bay Parkway,3398951,4,5,79,1586
Tisha Gilloran,50007 Monterey Junction,3646789,5,4,1514,3149
Courtney Beadle,57 Donald Terrace,1559227,1,5,2414,1665
Malorie Matveiko,05372 Miller Court,4408878,2,3,2618,1329
De witt Spandley,27002 Union Circle,1968552,7,1,1043,95
Brianne Dani,1098 Namekagon Circle,1404920,1,8,1126,1220
Cookie Tallet,751 Basil Pass,4855473,7,7,112,2878
Noell Killby,443 Buell Junction,3592445,2,8,2480,675
Calli Cudmore,526 Hoffman Avenue,877778,7,8,3865,2973
Alessandro Peepall,28 Golf View Pass,3732693,0,7,2641,1301
Cornall Husthwaite,21 Express Court,2758748,7,0,1476,1761
Stinky Fellgett,2 Schiller Junction,3555001,6,6,3318,955
Bruno Baines,5 Londonderry Point,660235,1,5,2929,73
Alfonso Insoll,5616 Sachs Way,1473037,3,6,1529,2770
Rodie McGennis,91356 Blue Bill Park Alley,1305202,2,4,409,3093
Jannelle Ralling,98 Thompson Road,4790992,5,0,251,43
Ivie Reddell,2 East Park,3851696,0,3,2794,1825
Dexter Newtown,0070 Forest Run Place,1889036,0,7,5323,3166
Laney Simmig,79803 Darwin Plaza,4825243,5,0,885,3194
Ronny Chetwind,348 Brickson Park Park,500425,2,4,1739,3444
Berny Palffrey,2739 Mcguire Place,2949472,1,8,4549,1710
Grayce Corss,89191 Coleman Crossing,2961823,8,0,1217,1300
Glenn Vials,39 Anzinger Crossing,1940099,3,3,4176,2936
Skylar Pedel,802 Farragut Center,2475675,3,0,3133,215
Abbe Dadge,5313 Scoville Hill,738715,5,0,4436,939
Julio McKew,17 Lunder Center,2030018,5,6,3445,896
Janetta Rubinow,4223 Crescent Oaks Point,3190829,5,5,3918,1623
Krisha Rapi,345 Muir Center,4942167,8,2,303,3402
Nanine Brindley,97 Hudson Junction,4807504,7,1,2249,2153
Patrica Golton,2 Susan Parkway,3271525,3,7,4708,1697
Turner Fulk,09169 Delladonna Pass,4358973,1,5,4144,312
Elaina Woodrough,8696 Swallow Park,932352,1,2,3175,1213
Delcina Carnihan,16842 Hanover Center,2304149,4,2,4249,1920
Nixie Kulas,0 Cambridge Center,714752,7,6,207,571
Lurline Appleby,71101 Dixon Circle,1262420,7,4,4445,379
Kelley Norway,2202 Burning Wood Lane,3019527,6,5,2222,2621
Jacky Farney,710 Dapin Terrace,3127999,0,8,3494,3004
Susana Tibbetts,37266 John Wall Crossing,2526005,8,6,4051,977
Dixie Disbrow,103 Bonner Road,436835,5,0,2273,1911
Corrianne Gerred,152 Esch Junction,1690347,2,4,1710,1989
Raddie Vela,01 Westport Parkway,4792003,8,2,327,1639
Imogen Cruden,39 Fordem Park,1352133,3,2,4180,1089
Appolonia Folomin,8 Esker Street,2921037,8,2,3283,541
Sloane Cicculi,685 Golf View Park,888488,4,0,2461,1638
Ardath Challis,87190 Forest Run Place,1541836,6,4,1906,430
Cherice Baugh,827 Arrowood Point,1670139,8,4,5487,2763
Jilleen Lightfoot,799 Clyde Gallagher Pass,1743939,8,7,1849,1539
Harv Olivey,438 Mcbride Terrace,4243953,3,8,5242,1026
Lenette Croneen,2 Warbler Circle,1230414,8,7,5138,1676
Christos Lowcock,3390 Bay Alley,1115978,6,2,4895,1486
Lorenza Sanbrook,642 Blackbird Drive,529918,3,6,5381,469
Helen-elizabeth Sumbler,0569 Roxbury Place,1308912,1,6,1803,3139
Jock Leahy,7447 Spenser Street,2104659,1,5,4812,1181
Jason Masdon,10087 Larry Court,4577323,1,0,258,2724
James Di Antonio,43 Superior Lane,1929988,7,4,1790,827
Milton Tewkesbury.,22 Ramsey Park,1462107,1,5,1903,950
Kermy Skaif,6 Bayside Trail,1939014,0,3,3743,3119
Jacob Wellbank,6114 Harbort Avenue,2861695,5,4,1464,3311
Stavro Garlicke,2194 Kenwood Trail,1502463,2,2,2427,2857
Pebrook Gillingwater,1173 Helena Drive,2022273,2,1,2734,3149
Koral Mussolini,5 Drewry Pass,2845182,6,3,3328,3362
Carmelia Shrubshall,89 Goodland Way,4978024,7,3,4548,1247
Vale Taylor,0206 Di Loreto Center,3433169,0,5,4553,2391
Robenia Edling,29 Scofield Street,1494158,5,7,1259,1563
Karlis Sauvan,84 Bunker Hill Plaza,3104641,5,8,708,1805
Glenden Guillain,41476 Karstens Drive,1237178,5,7,2803,3347
Kelbee Ralph,07661 Corben Park,3034026,2,5,1560,2184
Hamilton Node,56481 Marquette Plaza,4759405,6,0,3269,1203
Alva Pepper,25576 East Trail,2373915,6,1,2044,2222
Spense Husthwaite,68 Carpenter Crossing,4957890,8,6,2663,2255
Inesita Catford,6084 Muir Point,2038309,8,3,3249,654
Tremain Picardo,7150 Huxley Crossing,2008858,8,8,2606,1370
Blake Towell,912 Sullivan Way,2638523,3,8,2998,2255
Filberte Giorgi,2 Westridge Court,1144818,8,2,4738,592
Tomasina Gonnel,511 Charing Cross Plaza,3298023,3,8,3166,2977
Remy Faley,9512 Mandrake Circle,4349551,0,7,4002,223
Sibley Donohoe,705 Birchwood Street,2512060,6,2,2598,1935
Stormy O'Shevlin,05328 Hagan Place,2019331,5,7,626,1015
Serge Chetwin,15 Buhler Pass,2880349,0,0,469,1976
Lorelle Lamperd,193 Comanche Parkway,4683707,2,8,2233,1267
Thorvald McConnulty,6284 Artisan Hill,2922286,2,1,4084,1550
Van McVane,1 Butterfield Alley,2633875,8,5,3647,2529
Dwayne Boord,40 Portage Court,2515148,6,4,5277,2490
Mitch Darker,2 Grim Plaza,1683273,6,1,2641,3127
Ches Stamps,88179 Killdeer Alley,3083866,6,3,2145,2551
Baudoin Daverin,30 Donald Terrace,1268616,3,3,2936,3236
Rem Coning,35397 Schiller Lane,2717454,5,0,1091,1683
Dyanna Plumley,8520 Bowman Park,503744,1,8,2684,1395
Cyrus Pakes,8150 Elgar Court,3928991,8,6,331,1569
Hogan Roalfe,19226 Grover Drive,3677754,2,5,214,1644
Griselda Snelgrove,62 Chinook Drive,2517638,6,5,3230,258
Tiebout Bonham,71984 Lighthouse Bay Center,4710916,0,7,64,1021
Aliza Jepensen,8282 Dixon Center,3741535,0,3,301,412
Howard Danell,4 Dahle Center,1529172,8,3,4890,2331
Edward Orrick,12 Mayer Way,1147344,5,8,28,2906
Phillis Starrs,2 Milwaukee Point,1261312,7,2,2498,2406
Kevan Delmage,018 Gerald Plaza,319841,8,5,1344,2790
Collin Riccardelli,7 Northview Court,4989046,5,5,4943,3036
Kennan Kleinsinger,0680 Scoville Parkway,4013905,6,3,1842,3021
Laurie FitzGilbert,34 Londonderry Pass,2438148,5,0,4780,736
Ericha Sanderson,4549 Linden Hill,2295505,0,6,1169,177
Ruttger Kermit,173 Brentwood Trail,2786455,6,6,3811,228
Al June,1278 Becker Road,1124631,7,6,1809,1230
Romain Toseland,73602 Moland Road,2981234,8,8,2572,3477
Carmela Easdon,0 Anhalt Alley,1633223,1,4,5443,3053
Gwen Warin,9643 5th Hill,1005576,5,8,2208,1611
Corabella Pooke,7700 Fisk Circle,1046255,0,8,5431,2799
Christal Lightewood,771 Meadow Valley Drive,3459108,3,6,4505,2343
Sande Norewood,418 Waywood Terrace,1784541,8,2,3099,1836
Sean Tome,9 Bartillon Trail,1150525,5,6,1262,2440
Teodoro Pickaver,546 Old Gate Point,883766,7,6,3896,2550
Sayer Camidge,749 Badeau Park,3302657,4,2,1049,2869
Gerek Batie,7 Pierstorff Drive,4059061,2,2,4786,180
Mavra Mapston,7 Londonderry Lane,3838762,2,8,3749,638
Patrica Giacobilio,2475 Hudson Road,2840657,5,6,4444,391
Domenic Braithwait,60974 Grim Plaza,4057360,1,0,2934,2177
Zachariah Fakeley,5 Walton Pass,2287423,3,4,2954,328
Courtnay Brabant,132 Steensland Trail,4536767,0,1,796,1921
Madelon Connar,97011 School Hill,1206759,6,6,4454,3338
Brenda Swin,5400 Basil Lane,2531151,6,2,950,873
Andromache L'argent,7 Nevada Crossing,4516660,0,6,3292,2141
Erich Brakespear,12230 American Place,4697905,2,8,730,3038
Jamesy Sterke,9 Green Parkway,722945,4,7,293,1214
Corey Ewert,14 Bellgrove Road,410412,8,1,4295,69
Wade Gleed,8592 Warbler Trail,1534863,3,2,4348,1785
Neal Simmans,613 Bluejay Park,2733163,1,8,740,2851
Kerk Lycett,92033 Arapahoe Lane,4299923,0,6,3530,3251
Dulcea Bazylets,57284 Jana Center,1153211,6,8,2755,2837
Clari Minguet,20985 Southridge Point,4366601,1,5,4889,2911
Karlotte Mathers,177 Hoepker Crossing,2335881,6,8,5120,1589
Neila Malpass,8948 Becker Way,3985537,0,5,5324,150
Wilhelmine Frostdick,7 Kingsford Lane,2446848,8,8,5302,1773
Duff Aupol,9957 Golden Leaf Hill,3352557,7,1,4078,3283
Torrey Marshall,03 Oneill Plaza,4671636,8,7,3364,1243
Vyky Daughton,3517 Ryan Circle,3105802,7,7,1253,2990
Alexine Otto,385 Schmedeman Trail,412026,7,3,131,2712
Link Bellamy,27 International Court,1133806,5,8,2884,2450
Richart Bemment,108 Mockingbird Avenue,938701,4,7,3116,2983
Roxanna Englefield,4 Hollow Ridge Trail,4046403,6,4,454,3388
Solomon Corballis,547 Dixon Circle,4711779,7,0,2846,1107
Devin Gorce,972 Gina Center,4767462,6,3,2734,3231
Wendye Redwing,33 Brentwood Plaza,3676388,2,7,2826,3177
Ronnie Langfat,9 Mitchell Lane,811172,6,7,3985,814
Zacharias Denson,340 Kim Trail,2093285,1,0,3339,435
Dewain Berkery,676 Marquette Point,4444389,4,6,632,3082
Haroun Skeete,76 5th Plaza,2486678,2,2,534,233
Wallace Kitchinham,85531 Ludington Alley,4856932,4,4,3302,536
Ewen Breit,7058 Fuller Trail,3961700,3,6,4649,1608
Lanita Antonowicz,1431 Warbler Trail,335807,7,8,851,1374
Shanda Collens,3600 Arapahoe Circle,2426556,3,6,4827,2738
Homerus Woodfine,91 Rieder Lane,4184227,5,1,3006,985
Myrle Oaten,99034 Daystar Lane,3691943,1,3,1846,809
Regan Bergeon,45711 Swallow Terrace,1095107,2,0,2844,1498
Francois Vakhlov,469 Ruskin Way,2006364,4,4,5073,104
Roch Parsall,78 Transport Crossing,2072364,3,3,1684,505
Dwight Crayk,4 Jana Court,1032789,8,3,4449,1449
Jareb Cavell,7 Washington Circle,2921878,5,6,2999,956
Giacopo Ebbings,0067 5th Junction,4540208,3,8,4479,376
Florina Hovenden,96 Springview Terrace,4272822,2,1,4033,2715
Letizia Makeswell,915 Donald Plaza,1679842,0,7,1148,1750
Meredeth Creyke,58083 Brentwood Pass,3925829,7,2,2477,909
Margalo Paroni,284 4th Plaza,4720145,4,7,5098,156
Hilda Bedder,3 Kedzie Pass,2924265,7,2,2985,3120
Tracie Gutowska,92 Jenna Avenue,2965591,8,4,2293,1634
Caitrin Byrnes,88061 Anniversary Avenue,3902500,2,7,5094,59
Sanson Chezelle,5990 Roth Avenue,4655843,1,4,625,498
Esme Kemsley,0439 Onsgard Lane,1004594,2,0,643,3215
Demetria Dawtrey,678 Marcy Alley,2262285,7,2,1123,2490
Henrie Challes,20 Kings Pass,1270184,7,0,4962,3393
Cecilio Rollinson,0 Weeping Birch Park,3092325,2,8,4747,2902
Milka McIlory,9 Tennessee Point,2660865,5,7,4467,301
Tiphany Bofield,79775 Eagan Terrace,2941765,3,1,935,251
Wilek Nangle,45272 Ludington Way,262167,4,7,1714,1324
Alla Rivaland,707 Dayton Pass,3405813,6,8,4549,2500
Roseann McGing,9603 Cordelia Drive,4132161,5,7,3373,3272
Charmain Gosford,1172 Surrey Point,2595978,7,2,1894,2135
Judas Bruffell,0843 Stoughton Circle,3838512,8,8,3454,1668
Blanch Keegan,10 Katie Avenue,3708709,3,3,795,1133
Lebbie Huckel,0 Quincy Place,2422797,8,8,2188,2298
Katrinka De Mattei,14801 Goodland Hill,4862691,2,7,1070,176
Friedrich Gorhardt,9 Kim Lane,2473069,2,2,2996,2063
Zelig Dallas,57 Ridgeway Court,3929066,2,7,4932,1201
Cozmo Shapiro,5 Haas Crossing,3292602,2,0,3262,1391
Godard Edland,254 Starling Parkway,2084898,4,6,3222,948
Mandel Gelderd,8891 Ridgeway Court,4530495,6,0,1248,1461
Nataniel Raitie,9034 Forest Crossing,3552283,6,6,354,1290
Ugo Pavlenkov,448 Russell Terrace,3389296,7,2,282,1637
Irwinn Stivani,8 Straubel Hill,547849,8,8,407,2314
Jana Felstead,251 Mccormick Hill,1371192,5,8,3459,2475
Tildie Canadine,5 Ohio Alley,3221688,5,7,3572,1003
Susy Tedridge,2 Nova Terrace,4756568,0,7,2364,2960
Purcell Cleef,63055 Miller Center,552201,1,8,310,1465
Janna Peidro,19315 Harper Junction,3910346,0,6,673,2943
Barris Lucchi,9 Forster Parkway,720079,5,8,261,2199
