name,address,listing_price,num_of_bathroom,num_of_bedroom,num_of_view,size
Skipton Hamblin,77812 Truax Street,3485225,1,6,1179,1929
Massimo Elwin,2 Forest Dale Way,458529,6,5,5158,3240
Sammy Quinlan,93397 Briar Crest Terrace,4927525,8,2,1226,2168
Myrtice Jeffers,7054 Tony Trail,1585923,7,1,244,1118
Nickola Veltman,719 Ilene Way,1371595,4,8,1648,172
Alissa Moon,288 Gerald Alley,2460236,1,7,2241,1575
Hastings Rayer,3842 Lakewood Plaza,4126384,1,0,472,239
Aleksandr Pavlata,77796 Riverside Avenue,4520395,8,0,999,1979
Anabel Cuardall,973 Sage Center,1839080,7,6,3538,283
Robina Capozzi,12 Ramsey Drive,4769137,0,6,4459,3439
Vivia Chappell,2466 Northfield Street,3441556,7,8,176,122
Dalli Minchenton,9 Kinsman Plaza,3282032,5,3,4587,646
Aldo Canellas,8 Hollow Ridge Crossing,4806431,6,5,2473,1777
Clark Claiton,89 Hagan Junction,3870759,8,8,1152,643
Giorgi Pool,14028 Drewry Park,1938710,7,8,931,691
Frazier Canellas,4893 Alpine Pass,1622546,7,1,1914,1767
Krispin Friett,21333 Pearson Place,3897877,7,2,1750,444
Blanche Moughtin,94767 Haas Place,3139882,8,8,2447,668
Johannes Fitzpayn,8 Sheridan Place,1985022,3,3,3472,1313
Douglass McKleod,98891 Forest Dale Plaza,700161,5,8,2550,1164
Tracy Romero,78 Lawn Trail,2562367,8,2,1582,2354
Boyce Matton,76 Duke Parkway,1154226,1,4,4901,3116
Symon Hopkins,143 Canary Lane,1330861,8,7,4612,2705
Mallory Shelper,9 Autumn Leaf Alley,2268630,0,7,607,16
Lucio Cheale,380 Warner Center,1993542,1,2,573,219
Gnni Hubbucke,4142 Graceland Hill,3187846,4,7,14,1206
Christi Vella,1160 Barnett Pass,2803250,1,5,2657,112
Elsbeth Nucci,12 Helena Center,3364913,6,3,1466,2169
Kleon Favel,77 Chinook Street,4677639,0,0,2120,1539
Devy Guerner,626 Monterey Lane,1082912,3,1,339,312
Bendick Simmonite,55 Pleasure Way,2030881,0,0,2174,1374
Leonerd Selly,7869 Manley Way,4736387,6,6,3927,1187
Araldo Petru,44 High Crossing Point,1095934,0,4,1863,3243
Arlen Sabater,9617 Eggendart Hill,1720112,6,7,892,561
Leonard MacGhee,3773 Bartelt Court,2430004,5,7,1109,2359
Horacio Casaro,7 Autumn Leaf Road,3580474,2,1,4633,37
Si Rainforth,395 Forest Run Lane,1068405,1,2,3370,1765
Riobard MacCrossan,624 Brown Circle,3311116,6,0,3016,3365
Del Aaronson,89 Lukken Plaza,4966860,4,4,452,1959
Alyce Billiard,525 Lillian Pass,3981926,8,0,3273,1494
Alix Fenwick,97686 Katie Parkway,3747008,3,4,1708,1462
Cathrine Sainthill,40 Anhalt Avenue,4462898,3,3,2025,3212
Fernande Bearfoot,5085 Fulton Lane,3331599,3,0,4412,3309
Celesta Aleso,49651 Oakridge Road,2421489,2,8,2177,1893
Charla Glasscoo,2 Lawn Way,4814262,6,5,4355,2299
Fiona Shotton,4 Dovetail Plaza,424791,2,2,3066,230
Jacenta Gellett,25481 Dayton Drive,3385162,6,8,4425,1317
Keane Deeprose,84 Vermont Road,3424509,3,6,1356,2276
Alice Velasquez,2 Laurel Court,4841952,3,6,1675,3316
Wally Gorini,5545 Northfield Point,2949742,4,1,4564,2166
Dill Waszkiewicz,29 Toban Street,4400477,2,5,3885,2041
Estella Iiannone,5829 Fremont Alley,2040248,2,3,131,1580
Vasily Kissack,5894 Browning Way,2198532,4,2,1768,42
Elvyn Chadbourn,143 Monument Place,4093366,1,2,4442,3349
Jeannie McGahy,0455 Butterfield Trail,1414188,4,5,5031,1916
Matilda Amsden,72492 Laurel Place,4706225,4,2,833,272
Humfrey Worsham,2060 Holy Cross Road,3566565,2,5,1860,3181
Ciro Gwatkins,999 Schlimgen Terrace,1117848,2,1,531,775
Danielle Mycock,50911 Canary Hill,3817035,3,1,3590,2449
Lark Greenhill,995 Columbus Point,3321644,1,4,208,646
Mia Cadden,331 Kim Plaza,1624456,6,6,2798,3069
Creight Lusty,4 Eagle Crest Road,260221,5,6,1244,2805
Susana Woodcraft,2076 Macpherson Park,3908669,5,4,2394,1014
Wilow Emanueli,4020 Anderson Court,3857452,0,6,5342,247
Floyd Micka,306 Onsgard Drive,3986224,6,5,3165,703
Ally Gentle,55 Dapin Plaza,806662,6,4,4382,125
Gayleen Tregear,6088 Eagan Parkway,2001757,5,6,47,3089
Bret Fryatt,728 Dapin Trail,1457821,8,3,5416,2083
Adora Luff,5955 Shasta Parkway,2499253,1,4,3776,226
Kalli Filyushkin,81335 Hermina Place,1145860,5,3,343,3182
Elsinore Scurfield,1 Bartelt Point,3816078,5,7,5286,1798
Chaunce Olver,5403 Bayside Avenue,4315990,5,4,1980,1668
Meagan Brinkler,504 Ohio Pass,2262697,6,1,927,576
Carmencita Dalrymple,4250 Sauthoff Center,3848335,1,3,2646,2660
Thebault Crick,624 Saint Paul Alley,4290427,5,6,260,834
Morlee Crosser,46939 Mayer Plaza,1275281,3,1,1024,2017
Jamesy Matveiko,18 Manufacturers Street,4132541,0,4,3908,649
Shanie Mulleary,5 Lighthouse Bay Plaza,767926,6,2,1217,316
Frasco Sleight,01 Paget Plaza,3240428,8,2,1514,2765
Eldon Vale,741 Grim Road,4865669,0,4,3356,220
Jory Podd,61234 Clemons Street,1873365,2,4,1380,2906
Camel Tippings,1081 Jana Pass,846778,3,3,1817,3000
Bernette Stanistreet,92609 Pawling Plaza,3596019,3,8,404,2615
Dani Peploe,8 Chinook Road,1976823,5,7,755,2934
Nat Deavall,8 Northport Trail,3144217,8,7,4612,2985
Jeana Timby,07 Linden Alley,1101630,3,2,4710,2939
Dacey Tackell,4510 Arkansas Center,1736108,4,1,654,3044
Chadd Able,25 Marcy Street,824357,7,2,3427,1188
Marten Mehmet,425 Charing Cross Pass,4887142,1,7,1067,1879
Kelvin Lannon,265 Darwin Drive,1960944,6,4,5251,681
Natalya Canfer,42369 Main Court,3744421,3,5,3233,2545
Reinaldo Henfre,84352 Eliot Drive,1926918,2,7,2282,1944
Gene Ronaghan,760 Eagle Crest Parkway,768710,6,2,2844,2407
Aeriela Brownsworth,60 Pleasure Junction,923883,0,2,3268,416
Odell Sapp,49296 Mayer Street,2418784,4,2,2406,1218
Cory Fraser,14 Messerschmidt Center,1141958,5,6,4405,453
Saundra Abelovitz,0 Canary Lane,3870739,4,2,845,1969
Theo Geistbeck,741 Autumn Leaf Center,2448841,5,3,2789,2528
Sanderson Sends,36 Namekagon Lane,3606761,5,2,2747,2326
Daria MacDougal,08 Maple Wood Junction,2980940,4,2,2098,3441
Ulick Hosburn,0 Grayhawk Junction,3310650,7,0,1299,3288
Olav Jankowski,488 Monterey Street,2015290,8,8,57,1355
Evonne Devereu,549 7th Crossing,2078228,6,6,4298,3395
Jayme Georgelin,6 Surrey Avenue,3160946,7,4,2351,2265
Carroll Zanre,9984 Sloan Junction,2414561,4,2,1950,1898
Helen-elizabeth Faireclough,213 Schmedeman Court,2918982,7,8,4814,2635
Catherine Maryon,7391 Kingsford Way,2870674,1,2,701,2922
Klaus Braithwaite,8435 Grasskamp Center,2826443,6,8,113,2682
Anthe Sorrell,3 Sutteridge Center,2547823,8,3,1826,2495
Blythe Newbold,47737 Mockingbird Plaza,1794035,4,5,3065,715
Maribel Baumer,6251 Mallard Center,3332658,4,3,1983,1082
Bev Jeens,43 Kingsford Point,1223183,4,8,3632,1053
Collette Sheppey,4535 Anhalt Hill,4900613,1,7,1869,2659
Pandora Christian,7453 Delaware Junction,1196777,3,5,1382,3079
Helenka Baxill,8047 Roxbury Circle,2858898,4,5,1243,115
Nonnah Edmands,2262 Morning Crossing,3141859,8,2,2035,2137
Ulrica Very,68786 Dawn Hill,1938068,0,5,2522,2207
Klarika Vaun,5 Swallow Park,413705,2,6,1907,2565
Herc Rubega,797 Superior Hill,2061945,0,8,4208,1208
Goddard Engley,61840 Burrows Drive,2380829,2,7,5012,746
Padget Aubry,80 Melvin Hill,2346781,1,2,4586,3440
Shelley Grube,855 Glendale Street,1435622,0,0,2054,1863
Adeline Fiorentino,719 1st Drive,2341778,4,2,5243,1442
Jeramey Klamp,10 Ludington Hill,3349027,4,3,5107,3424
Bibbie Murgatroyd,8 West Plaza,3729444,8,7,4201,154
Somerset Maciaszek,559 Donald Drive,4892016,0,5,5428,72
Jacqueline Attle,01 Caliangt Lane,3366605,3,6,1662,325
Carey Measures,39 Rowland Crossing,960687,1,6,3597,1427
Lorraine Le Sieur,77 Maple Wood Avenue,3835943,3,4,2324,2467
Zandra Sollis,84241 Hazelcrest Terrace,4199738,6,4,1323,1185
Cathryn O' Scallan,970 Sutherland Parkway,1745763,7,0,2031,2927
Bartholomew Adan,8 Fairfield Alley,3918403,8,8,2531,1064
Stacee Meadley,94202 Drewry Plaza,2795014,3,2,919,350
Danella Denmead,735 Melody Crossing,3517607,4,1,3829,1957
Wallas Andriuzzi,2 Fallview Point,4557480,2,8,4559,1089
Gardy Hurles,699 Del Sol Drive,4336791,0,5,408,3486
Bree Mackness,6902 Westridge Pass,2123721,2,0,3788,1316
Desiree Topham,3 Schlimgen Plaza,2802843,6,4,2926,1684
Eba Blayney,25 Reindahl Drive,4639328,4,3,524,88
Estrellita Porteous,9 Prairie Rose Place,3670883,1,2,5405,2590
Natasha Manuely,56 Lotheville Crossing,3460312,4,2,4583,3066
Nehemiah Fitzsymons,5531 7th Crossing,2358689,4,3,722,1358
Quincy Greenhough,98372 Roxbury Terrace,1907127,4,2,2242,1236
Emmott Fishe,1 Spaight Place,4312896,4,7,121,1744
Kristofor Arlow,4918 Fremont Circle,2678260,7,7,679,606
Don Bread,66 Talisman Alley,316628,8,1,2136,1391
Anthea Dunsford,041 Sundown Place,2150046,1,4,4329,551
Beilul Champe,233 Jana Street,991305,4,4,15,2530
Cesar Cosgrove,8951 Utah Pass,2801743,7,8,4716,1990
Becca Naish,6785 Pawling Point,2890231,7,8,1941,2305
Rawley Coils,25013 Lakewood Gardens Junction,1926446,8,7,2761,1595
Isabelle Linger,476 Sauthoff Park,4708048,7,1,4550,1754
Aubry Govini,6 Mifflin Center,2113483,1,3,5391,307
Ann Clem,44 Delladonna Road,2506269,5,3,2695,1835
Arabele Burditt,0287 Granby Place,4424418,8,2,5223,2134
Jessie Jizhaki,417 Hovde Lane,598674,1,8,3518,3437
Gavin Gilbertson,1 6th Circle,303011,4,4,3264,3267
Elfie Gardner,70 Arapahoe Hill,3163682,7,4,3137,692
Tiphani Lucas,17017 Barnett Drive,2743648,0,6,3939,1013
Dulsea D'Errico,0 Gina Center,4121484,4,5,2894,3235
Becka Wheatcroft,84 Gina Trail,4436506,7,7,1881,715
Ula Arkley,8840 Jana Alley,2871898,2,1,1190,969
Adham Kacheller,483 Holmberg Road,675276,8,6,5096,2122
Herrick Lysaght,15672 Lyons Alley,1987963,5,7,3943,3355
Franciskus Cargen,8 Pleasure Alley,4619183,1,1,3178,664
Lynett Gofford,60002 Eliot Plaza,2342820,5,2,4995,1197
Herve Chomley,866 Parkside Center,3496405,5,5,2869,634
Jehu Geffen,67 Heffernan Crossing,4589899,2,7,4616,3015
Inna Tinklin,4767 Leroy Alley,2972508,4,3,711,3305
Steffi Coad,5684 Sunfield Alley,4660168,8,2,4430,1016
Elizabet Ivashchenko,33 Grasskamp Park,3135657,3,8,156,605
Hy Roache,335 Northridge Parkway,1445412,4,6,659,2107
Karee Justun,82 Carpenter Drive,967928,8,5,5437,2711
Elora Ferrarin,010 Oakridge Court,2649669,8,1,5000,970
Gustaf Culwen,179 Derek Circle,448334,2,4,727,3326
Walther Edmondson,70 Claremont Court,374621,2,7,4659,1804
Constantia McGowran,5 American Ash Drive,940742,8,2,5045,3093
Cindelyn Kleinhaut,68 Sachtjen Park,4797648,7,6,3510,1505
Rich Galland,10849 Muir Circle,4509225,3,5,4428,3170
Sherwynd Kittredge,76065 Browning Road,3459897,2,8,3008,2647
Lenna Tommis,2235 Red Cloud Court,1348261,7,2,1927,32
Tyrus Tschirasche,4 Meadow Valley Avenue,2274409,2,5,4601,3115
Leland Rivett,5 Ryan Plaza,817537,5,2,2317,1049
Gabe Jenne,0934 Stoughton Plaza,1921578,7,4,2628,2003
Florry Howden,4 Susan Circle,2460800,8,3,573,1139
Pavia Miskin,01094 Cambridge Hill,4772793,6,1,2078,2475
Guntar Gritsaev,66 Annamark Pass,325487,2,8,2630,3396
Katerina Gayden,00 Brentwood Plaza,4797876,3,6,4401,1191
Lazar Roj,2458 Maple Wood Alley,2401939,1,6,662,1302
Rafaela Valdes,10 Hauk Plaza,2506935,7,8,2254,3055
Obie Yellop,1807 Tony Way,547674,4,5,4763,2119
Solomon Harmes,714 Union Trail,4562251,6,8,102,1730
Sansone Froome,0 Sunnyside Crossing,2709104,5,4,501,2242
Greg Pinkerton,21 Aberg Circle,3432922,8,4,3827,2121
Lorette Curnucke,5 Clarendon Trail,3884281,5,0,2384,2877
Darius Lishman,717 Kenwood Park,4703801,8,5,5148,1243
Feodora Ling,3 Manufacturers Alley,1340780,2,3,685,1291
Ardine O' Molan,420 Buhler Way,4259290,1,2,5352,1868
Brew Peete,6226 Tennyson Park,4829323,5,0,3143,1921
Rosaleen Callaway,8 Thierer Point,3731787,1,2,4270,1047
Bobine Kleisle,69 Lunder Alley,953919,0,4,3872,2064
Bowie Quipp,22354 Sunbrook Trail,1022650,5,3,4865,1503
Hunt Wroe,0197 Annamark Junction,2562459,6,4,4907,1311
Constantine Storrar,23 Pankratz Terrace,1434702,2,0,1198,2299
Davy Cornelleau,41910 Sycamore Point,1188323,1,4,3652,2702
Ingaberg Baudain,1122 Heffernan Lane,4029771,1,4,4204,3364
Miran Brugger,923 Onsgard Drive,2868552,4,2,3722,1846
Ogdon Hoyte,45812 Evergreen Plaza,1245573,7,3,1157,1062
Kati Latour,42 Ridgeview Circle,1283426,8,6,4442,1231
Heidie Chapell,82 Dawn Street,4304329,0,8,2004,3382
Bil Bearman,8 Sunbrook Terrace,3715483,1,7,652,1616
Latisha Morgon,75696 Westerfield Avenue,3231231,4,8,1126,3248
Yule O'Dunniom,838 Jackson Hill,2292844,7,2,5227,1306
Ferdinand Miners,96 Carioca Street,4240383,7,5,3697,3289
Alvin Swann,4062 Elka Way,3524070,5,1,2674,814
Julissa Lemin,53 Monterey Court,1916309,5,5,3053,647
Oralie Pittet,332 Derek Hill,1653710,8,2,782,3358
Adelind Cottage,37936 Carberry Pass,562867,2,0,4942,3388
Aubrey Allicock,82 Union Way,2877147,2,3,2211,1373
Lorraine Lowndsborough,2996 Golf Course Hill,4672465,3,1,251,3197
Margaretta Tindley,043 Mosinee Way,4358167,1,2,2961,2403
Aloysia Jaksic,116 Kedzie Way,495765,8,0,1733,2073
Nikki Murcott,4 Lillian Terrace,253034,5,1,4571,2932
Natale Edgett,9 Rieder Place,536727,4,1,1304,2425
Frasier Cronin,15 Delaware Road,1278611,0,1,4028,3360
Gweneth Kubes,0 Fisk Plaza,1096063,6,3,4948,490
Gay Fransson,63269 Walton Parkway,769263,5,2,2238,1962
Jdavie Dauber,182 Gale Street,607797,2,2,1067,1852
Pail Mouland,0652 Fieldstone Circle,1568027,0,3,3372,255
Nathanial Robotham,4681 Hintze Circle,3700771,4,4,4697,1030
Hakeem Bladder,348 Almo Lane,2704444,2,6,2144,1599
Patton Bonhill,85 Morningstar Lane,2185284,5,7,5343,1033
Gualterio Greenrod,158 Atwood Center,881322,0,4,495,226
Rosalinda O' Concannon,04 Ramsey Road,3746064,1,6,5264,449
Roman Cockshot,026 Hintze Circle,3989304,3,8,3826,1655
Jacquie Maryott,32075 Fordem Avenue,1652971,5,7,3040,3207
Allx Horrigan,0 Grasskamp Court,4600314,5,4,2497,1490
Humfrey Maria,59159 Red Cloud Trail,3118270,7,1,4602,1916
Helena Luchetti,109 Vahlen Plaza,4076698,5,1,455,1455
Con Bunnell,100 Alpine Plaza,4670472,2,0,3235,2515
Jarred Grene,7188 Veith Junction,2212753,1,6,3469,797
Margi Mandel,97 Pond Trail,3511004,4,0,3366,2971
Danella Doy,625 Sullivan Trail,1126452,7,7,888,1064
Lucina Macro,14 Artisan Plaza,1222502,6,2,4597,3
Germaine O'Doohaine,5 Reinke Avenue,1652467,4,6,24,1133
Nessy McInnerny,3502 Union Drive,1030975,3,4,3927,1370
Lani Sture,21 Elmside Road,1066991,4,5,1592,2963
Lolly Bernardotti,752 Welch Center,4976131,8,5,4666,841
Lucinda Fattori,382 Center Park,1112819,6,2,714,810
Vanna Tradewell,92 Reindahl Pass,3887750,6,4,3556,2576
Ethan Aked,18624 Dottie Terrace,324471,2,1,598,128
Aridatha Ackery,6768 Mallory Way,2664333,0,4,4619,1295
Darcee Messager,6 Magdeline Alley,300266,4,7,3772,2639
Livvie Stuke,58 Meadow Valley Parkway,2992227,1,3,717,3356
Vicki Twaite,4280 Eagle Crest Center,2061982,3,8,3381,2846
Palm Golden,8295 Shasta Parkway,2852710,4,2,4555,399
Luce Ivanishchev,5 Badeau Alley,650893,7,5,5039,2994
Rhiamon Bowser,69690 Anzinger Court,1861906,8,5,1968,2194
Yvor Ragate,063 Aberg Crossing,1411154,4,0,4858,1318
Stefania Bidder,283 Pleasure Drive,3982788,7,0,2640,1757
Penny Avrahamoff,090 Blackbird Place,4798131,3,5,855,2300
Bail Finnigan,1 Clyde Gallagher Alley,4060125,8,1,1833,2990
Sandy Pyett,58701 Laurel Pass,3158652,6,2,4503,881
Langsdon Teasdale-Markie,0 Blaine Alley,571833,4,6,1589,1483
Duane Holah,948 Rutledge Crossing,3044771,2,0,2165,3023
Melodie Wand,954 Fisk Terrace,1888006,7,3,2339,1976
Antonin Bibby,66 Novick Terrace,1071315,1,4,627,3379
Suzann Rocca,80136 Magdeline Road,2329368,5,2,637,2611
Vida Enbury,4 Lakewood Gardens Circle,4837942,2,8,5040,1597
Tommy Skedgell,20 Rieder Way,2874435,4,7,3993,3380
Guillemette Oliff,2 Meadow Vale Parkway,3461736,6,3,4915,835
Alta Tiplady,071 Ludington Road,1745223,0,5,439,353
Lula Chansonne,659 Starling Avenue,691273,8,7,4822,1900
Tanya Laxson,2648 Utah Trail,4929565,6,3,427,2760
Anna-diane Levane,869 Vernon Plaza,1124244,5,8,913,2378
Giles Parrington,93 Montana Crossing,4567749,6,2,2771,2502
Hyacinthia McFayden,7 Chinook Plaza,1838413,3,8,4744,2759
Andree Blackeby,4613 Charing Cross Road,2677797,2,6,2941,1144
Randolph Novill,8318 Judy Way,4312752,4,6,287,626
Ermina Braganza,393 Atwood Crossing,3837245,5,7,752,1525
Petra Dechelle,6 Atwood Terrace,2114710,8,7,4452,1811
Anette Lomas,9812 Upham Road,3187798,8,8,3726,483
Letta Lightman,35018 Sachs Street,2305363,5,2,5099,1594
Gayla Dudmarsh,00 Eagle Crest Street,480765,6,8,1368,1458
Leelah Mabbutt,98647 Vera Alley,4350285,3,3,1768,2511
Hayyim Weinberg,5 Cambridge Way,892133,3,1,5491,1770
Alberik Porritt,54 School Way,1840231,2,0,575,1585
Miguela Ferschke,1 Dottie Crossing,442901,8,2,670,2942
Chrissy Deeney,9300 Northview Road,1823513,0,6,4107,780
Vyky Rowth,9 Hooker Parkway,2052306,8,0,3412,2010
Missy Losemann,048 Ronald Regan Place,3241662,5,1,4733,1040
Dannye Peever,89489 Southridge Parkway,2740597,0,6,4005,1314
Letty Aliberti,96032 Manufacturers Trail,3593525,8,0,4103,2850
Maryanne McGilmartin,2163 Pepper Wood Point,633366,1,5,584,2324
Steve Simkovich,899 Kim Road,4505769,0,2,22,1459
Fin Harken,5680 Atwood Street,296748,8,4,1715,1
Newton Zelner,9 Westend Park,3879401,5,4,586,862
Westbrooke Pawnsford,5028 Daystar Junction,645186,3,7,2133,3210
Humfrey Wooton,7748 Hagan Drive,3693989,6,0,2677,68
Dario Dace,36859 Jay Court,3090684,8,3,4954,1190
Sydel Metterick,01 Gateway Pass,2085428,2,4,848,2653
Hardy Mcettrick,440 Badeau Lane,4357386,3,1,197,938
Dal De Lascy,489 Forest Terrace,2287630,0,2,1904,2204
Lothaire Chasson,2741 Riverside Parkway,1275320,4,5,4219,2306
Mendie Ainscough,701 Hudson Lane,1800185,8,6,2964,568
Raul Mcettrick,2164 Dapin Plaza,2010009,4,7,352,1304
Bordy Baus,4 Menomonie Drive,2131962,3,6,3124,902
Katey Di Antonio,3 Upham Road,2323046,3,7,4867,1524
Tresa FitzAlan,90049 Village Road,839593,3,8,941,733
Hoebart Schaben,9 Roxbury Avenue,3839687,3,2,5230,344
Eddie Pairpoint,581 Northview Alley,4515759,4,4,4229,2126
Petronella Waldera,310 Maywood Hill,3233603,3,8,435,2603
Darius Gayle,38 Oriole Drive,3112105,8,5,3687,2832
Perla Hellyer,121 Melby Point,1645925,3,4,4755,691
Gwenny Danskine,180 Saint Paul Drive,422830,8,5,727,1620
Tab Hefferon,4 Parkside Road,3391039,0,4,547,953
Claudina Emanuele,666 Gina Circle,2877001,1,1,4154,3246
Jennie Gelardi,3124 Fairfield Plaza,1024841,4,7,1357,485
Juliann Friedlos,6963 Tennyson Drive,1589394,1,5,2284,1830
Lauri Cloonan,7538 Debs Junction,608538,4,0,2730,482
Ophelia Brotherhead,75 Dapin Hill,663890,8,2,1737,2431
Cassandre Drains,88 Lien Plaza,1898357,5,7,3378,932
Horten Eden,720 Charing Cross Circle,1595355,7,3,1288,2140
Jessey Brogiotti,4756 Maywood Street,1968261,2,5,809,1439
Aliza Connachan,080 Trailsway Avenue,1284343,5,0,659,1994
Emerson Haugh,3 Sachtjen Street,441262,6,4,97,3122
Sabina Rennebach,3149 Rutledge Court,2524831,2,1,2469,410
Sibyl Scarth,0383 Dakota Parkway,1183548,7,3,3521,3383
Quintilla Jeayes,34 Atwood Lane,3595259,4,0,147,258
Joshia Forde,187 Welch Parkway,3852250,5,2,4209,1742
Devlen Aleksandrikin,441 Sherman Street,959665,1,8,844,1860
Victor Twitty,3431 Washington Place,1815320,8,1,1772,1494
Gill Baccup,22 Linden Plaza,1094072,4,2,2354,198
Moss Bonnell,2857 Kingsford Hill,341985,5,4,2055,497
Lacey Ayton,15 Carey Junction,4138832,2,8,4856,132
Bendicty MacNeilly,66607 Johnson Trail,1642936,5,6,4794,3417
Adam Erangy,28 Saint Paul Circle,2616341,3,3,4535,848
Jennifer Gorton,86 Little Fleur Trail,2778760,5,6,4530,232
Monique Boughtflower,1 Hansons Terrace,4945898,4,8,943,316
Kariotta Haken,906 Golf Center,4429950,0,0,47,2184
Hagan Proud,3 Warner Pass,2520451,1,7,4264,1231
Herschel Cashin,736 Donald Place,886357,2,5,1180,2503
Ileane McCourtie,1787 Iowa Park,2189804,8,2,3233,1375
Hildagarde O'Nowlan,83 Farragut Drive,2657424,0,3,5126,1173
Valaria Aylen,00000 Schurz Lane,3314895,3,3,1927,1688
Jonathan Smedmoor,7 Nelson Alley,1244979,2,0,1295,3145
Charil Furbank,809 Dexter Avenue,608830,6,4,507,1006
Arabele Burnes,10801 Lakewood Gardens Avenue,2090113,8,2,851,1824
Sky Duddridge,78 Sugar Center,2093479,5,7,3330,2969
Olly Mainson,7277 Cardinal Plaza,792872,7,8,2279,3003
Andriette Bourthoumieux,46825 Dorton Avenue,3191368,7,5,4804,2935
Francisco Goldingay,489 Packers Street,1549367,6,2,5282,1139
Sylvan Rosso,54 Dwight Parkway,595252,5,6,1786,2190
Nannette King,444 Tennyson Place,357204,5,8,3578,3429
Eimile McEvon,842 East Plaza,3043698,4,8,3033,414
